Hash ID,Add Item,Category,Name,Quality,Description
Items.Cap_03_basic_02,"Game.AddToInventory(""Items.Cap_03_basic_02"",1)",Clothing - Head,Aztec Winter Beanie,,
Items.Cap_03_old_01,"Game.AddToInventory(""Items.Cap_03_old_01"",1)",Clothing - Head,Worn Beanie,,
Items.Cap_03_old_02,"Game.AddToInventory(""Items.Cap_03_old_02"",1)",Clothing - Head,Old Smiley Hard Hat,,
Items.Cap_03_rich_01,"Game.AddToInventory(""Items.Cap_03_rich_01"",1)",Clothing - Head,Kinryu Beanie with Titanium Sequins,,
Items.Cap_03_rich_02,"Game.AddToInventory(""Items.Cap_03_rich_02"",1)",Clothing - Head,Durable Emerald Speed Polyamide Beanie,,
Items.Cap_04_basic_01,"Game.AddToInventory(""Items.Cap_04_basic_01"",1)",Clothing - Head,Trauma Team Cap with Headset,,
Items.Cap_04_basic_02,"Game.AddToInventory(""Items.Cap_04_basic_02"",1)",Clothing - Head,Certified Cap w. Camera,,
Items.Cap_04_old_01,"Game.AddToInventory(""Items.Cap_04_old_01"",1)",Clothing - Head,Cap with Makeshift Camera,,
Items.Cap_04_old_02,"Game.AddToInventory(""Items.Cap_04_old_02"",1)",Clothing - Head,Arasaka Cap with Camera,,
Items.Cap_04_rich_01,"Game.AddToInventory(""Items.Cap_04_rich_01"",1)",Clothing - Head,Kang Tao Field Cap with Holodisplay,,
Items.Cap_05_basic_01,"Game.AddToInventory(""Items.Cap_05_basic_01"",1)",Clothing - Head,Carbon-Fiber Arasaka Side Cap,,
Items.Cap_05_basic_02,"Game.AddToInventory(""Items.Cap_05_basic_02"",1)",Clothing - Head,Classic Side Cap with Strengthened Polyamide,,
Items.Cap_05_basic_03,"Game.AddToInventory(""Items.Cap_05_basic_03"",1)",Clothing - Head,Officer's Side Cap with Reinforced Plastic,,
Items.Cap_05_old_01,"Game.AddToInventory(""Items.Cap_05_old_01"",1)",Clothing - Head,6th Street Side Cap,,
Items.Cap_05_old_02,"Game.AddToInventory(""Items.Cap_05_old_02"",1)",Clothing - Head,Maelstrom Side Cap,,
Items.Cap_06_basic_01,"Game.AddToInventory(""Items.Cap_06_basic_01"",1)",Clothing - Head,Cotton Motorcycle Cap with Protective Inset,,
Items.Cap_06_basic_02,"Game.AddToInventory(""Items.Cap_06_basic_02"",1)",Clothing - Head,Insulated Cap with Protective Goggles,,
Items.Cap_06_old_01,"Game.AddToInventory(""Items.Cap_06_old_01"",1)",Clothing - Head,Smiley Hard Pilot Cap,,
Items.Cap_06_old_02,"Game.AddToInventory(""Items.Cap_06_old_02"",1)",Clothing - Head,Old Motorcycle Cap,,
Items.Cap_06_rich_01,"Game.AddToInventory(""Items.Cap_06_rich_01"",1)",Clothing - Head,Tell Me I'm Cute Pilot Cap with Technopolymer Goggles,,
Items.Cap_06_rich_02,"Game.AddToInventory(""Items.Cap_06_rich_02"",1)",Clothing - Head,Golden Bough Pilot Cap with Composite Exterior,,
Items.CarryCapacityBooster,"Game.AddToInventory(""Items.CarryCapacityBooster"",1)",Consumable ,Capacity Booster,Uncommon,increase carry capacity by 50%. Duration 1800sec.
Items.CasinoJunkItem1,"Game.AddToInventory(""Items.CasinoJunkItem1"",1)",Junk,Dice,,Looking to buy in?
Items.CasinoJunkItem2,"Game.AddToInventory(""Items.CasinoJunkItem2"",1)",Junk,Joker,,The ace must still be up someone's sleeve.
Items.CasinoJunkItem3,"Game.AddToInventory(""Items.CasinoJunkItem3"",1)",Junk,Cards,,They look unmarked.
Items.CasinoPoorJunkItem1,"Game.AddToInventory(""Items.CasinoPoorJunkItem1"",1)",Junk,Damage Poker Chip,,A symbol of broken dreams.
Items.CasinoPoorJunkItem2,"Game.AddToInventory(""Items.CasinoPoorJunkItem2"",1)",Junk,Drink Umbrella,,"In your glass for 1.5 seconds, on the grown for eternity."
Items.CasinoPoorJunkItem3,"Game.AddToInventory(""Items.CasinoPoorJunkItem3"",1)",Junk,Ashtray,,This piece of marble formed in the earth for millions of years before blossoming into this beautiful ashtray.
Items.CasinoRichJunkItem1,"Game.AddToInventory(""Items.CasinoRichJunkItem1"",1)",Junk,Cufflinks,,"Someone must miss these,"
Items.CasinoRichJunkItem2,"Game.AddToInventory(""Items.CasinoRichJunkItem2"",1)",Junk,NCU Signet Ring,,Probably belonged to a frat bro.
Items.CasinoRichJunkItem3,"Game.AddToInventory(""Items.CasinoRichJunkItem3"",1)",Junk,Cigar,,Rolled the traditional way - on someone's sweaty thighs.
Items.CasualShoes,"Game.AddToInventory(""Items.CasualShoes"",1)",Unused,,,
Items.CasualShoes_01_basic_01,"Game.AddToInventory(""Items.CasualShoes_01_basic_01"",1)",Clothing - Feet,Sunny Ammo Synthetic High-Tops,,
Items.CasualShoes_01_basic_02,"Game.AddToInventory(""Items.CasualShoes_01_basic_02"",1)",Clothing - Feet,Blackwall Synthetic Punk High-Tops,,
Items.CasualShoes_01_basic_03,"Game.AddToInventory(""Items.CasualShoes_01_basic_03"",1)",Clothing - Feet,Turquoisewall Composite Punk High-Tops,,
Items.CasualShoes_01_basic_04,"Game.AddToInventory(""Items.CasualShoes_01_basic_04"",1)",Clothing - Feet,Practical Aramid-Fiber High-Tops,,
Items.CasualShoes_01_basic_05,"Game.AddToInventory(""Items.CasualShoes_01_basic_05"",1)",Clothing - Feet,Street Tactical-Fiber High-Tops,,
Items.CasualShoes_01_old_01,"Game.AddToInventory(""Items.CasualShoes_01_old_01"",1)",Clothing - Feet,Worn Aramid High-Tops,,
Items.CasualShoes_01_old_02,"Game.AddToInventory(""Items.CasualShoes_01_old_02"",1)",Clothing - Feet,Rubber-Reinforced Work High-Tops,,
Items.CasualShoes_02_basic_01,"Game.AddToInventory(""Items.CasualShoes_02_basic_01"",1)",Clothing - Feet,Enhanced Daemon Hunter Tongues,,
Items.CasualShoes_02_basic_02,"Game.AddToInventory(""Items.CasualShoes_02_basic_02"",1)",Clothing - Feet,Milky Trail Ceramic Alloy Canvas Tongues,,
Items.CasualShoes_02_old_01,"Game.AddToInventory(""Items.CasualShoes_02_old_01"",1)",Clothing - Feet,Carbon-Reinforced Tongues,,
Items.CasualShoes_02_old_02,"Game.AddToInventory(""Items.CasualShoes_02_old_02"",1)",Clothing - Feet,Anti-Puncture Nanoweave Tongues,,
Items.CasualShoes_04_basic_01,"Game.AddToInventory(""Items.CasualShoes_04_basic_01"",1)",Clothing - Feet,Cut3 Brainzz Tear-Proof Sneakers,,
Items.CasualShoes_04_basic_02,"Game.AddToInventory(""Items.CasualShoes_04_basic_02"",1)",Clothing - Feet,Darra Polytechnic Suede Sneakers,,
Items.CasualShoes_04_old_01,"Game.AddToInventory(""Items.CasualShoes_04_old_01"",1)",Clothing - Feet,Sneakers with Protective Inserts,,
Items.CasualShoes_04_old_02,"Game.AddToInventory(""Items.CasualShoes_04_old_02"",1)",Clothing - Feet,Threadbare Sneakers,,
Items.CasualShoes_05_basic_01,"Game.AddToInventory(""Items.CasualShoes_05_basic_01"",1)",Clothing - Feet,Electric Marble Ultralight Athletic Shoes,,
Items.CasualShoes_05_basic_02,"Game.AddToInventory(""Items.CasualShoes_05_basic_02"",1)",Clothing - Feet,Yukihyo Polycarbonate Athletic Shoes,,
Items.CasualShoes_05_basic_03,"Game.AddToInventory(""Items.CasualShoes_05_basic_03"",1)",Clothing - Feet,Green Graffiti Armor-Coated Athletic Shoes,,
Items.CasualShoes_05_old_01,"Game.AddToInventory(""Items.CasualShoes_05_old_01"",1)",Clothing - Feet,Used Militech Training Shoes,,
Items.CasualShoes_05_old_02,"Game.AddToInventory(""Items.CasualShoes_05_old_02"",1)",Clothing - Feet,Rubber-Reinforced Athletic Shoes,,
Items.CasualShoes_05_old_03,"Game.AddToInventory(""Items.CasualShoes_05_old_03"",1)",Clothing - Feet,Frayed Athletic Shoes,,
Items.CasualShoes_05_rich_01,"Game.AddToInventory(""Items.CasualShoes_05_rich_01"",1)",Clothing - Feet,Pastel Power Hybrid-Fabric Armored Athletic Shoes,,
Items.CasualShoes_05_rich_02,"Game.AddToInventory(""Items.CasualShoes_05_rich_02"",1)",Clothing - Feet,Team Captain Rigid-Polyamide Athletic Shoes,,
Items.CasualShoes_05_rich_03,"Game.AddToInventory(""Items.CasualShoes_05_rich_03"",1)",Clothing - Feet,Rainbow Racer Heat-Resistant Shoes with Breathable Lining,,
Items.CasualShoes_06_basic_01,"Game.AddToInventory(""Items.CasualShoes_06_basic_01"",1)",Clothing - Feet,Street Shoes with Multilayered Protection,,
Items.CasualShoes_06_basic_02,"Game.AddToInventory(""Items.CasualShoes_06_basic_02"",1)",Clothing - Feet,Rigid Tigre Urbain Street Shoes,,
Items.CasualShoes_06_old_01,"Game.AddToInventory(""Items.CasualShoes_06_old_01"",1)",Clothing - Feet,Aramid-Lined Street Shoes,,
Items.CasualShoes_06_old_02,"Game.AddToInventory(""Items.CasualShoes_06_old_02"",1)",Clothing - Feet,Shock-Absorbent Street Shoes,,
Items.CasualShoes_06_rich_01,"Game.AddToInventory(""Items.CasualShoes_06_rich_01"",1)",Clothing - Feet,Chaman Metallique Street Shoes with Thermoactive Alloys,,
Items.CasualShoes_06_rich_02,"Game.AddToInventory(""Items.CasualShoes_06_rich_02"",1)",Clothing - Feet,Glamor Spirit Street Shoes with Reinforced Insoles,,
Items.CasualShoes_07_basic_01,"Game.AddToInventory(""Items.CasualShoes_07_basic_01"",1)",Clothing - Feet,Robust Spunky Monkey Kicks,,
Items.CasualShoes_07_basic_02,"Game.AddToInventory(""Items.CasualShoes_07_basic_02"",1)",Clothing - Feet,Licks Kicks with Recycled Resistant Materials,,
Items.CasualShoes_07_basic_03,"Game.AddToInventory(""Items.CasualShoes_07_basic_03"",1)",Clothing - Feet,Bermuda Triangle Kicks with Reinforced Lining,,
Items.CasualShoes_07_basic_04,"Game.AddToInventory(""Items.CasualShoes_07_basic_04"",1)",Clothing - Feet,Magenta Kicks with Reinforced Stitching,,
Items.CasualShoes_07_old_01,"Game.AddToInventory(""Items.CasualShoes_07_old_01"",1)",Clothing - Feet,Incon America Synfiber Kicks,,
Items.CasualShoes_07_old_02,"Game.AddToInventory(""Items.CasualShoes_07_old_02"",1)",Clothing - Feet,New Murica CarbonWeave Kicks,,
Items.CasualShoes_07_old_03,"Game.AddToInventory(""Items.CasualShoes_07_old_03"",1)",Clothing - Feet,Worn Spunky Monkey Kicks,,
Items.CasualShoes_07_rich_01,"Game.AddToInventory(""Items.CasualShoes_07_rich_01"",1)",Clothing - Feet,Kashuu Hanten Kicks with Modified Polyamide,,
Items.CasualShoes_07_rich_02,"Game.AddToInventory(""Items.CasualShoes_07_rich_02"",1)",Clothing - Feet,Bitch v.13 Kicks with Tungsten-Steel Sequins,,
Items.CasualShoes_07_rich_03,"Game.AddToInventory(""Items.CasualShoes_07_rich_03"",1)",Clothing - Feet,Yoru No Samurai Kicks with Carbon-Fiber Layering,,
Items.CatPaws,"Game.AddToInventory(""Items.CatPaws"",1)",Cyberware - Legs,Lynx Paws,Epic,Allows you to move and run more quietly. The sound of your foots will not carry as far.
Items.cellphone,"Game.AddToInventory(""Items.cellphone"",1)",Unused,,,
Items.ChemicalDamageCable,"Game.AddToInventory(""Items.ChemicalDamageCable"",1)",Mod - Cyberware,Monowire - Chemical Damage,Rare,Monowire deals Chemcial damage. Can apply poison to multiple targets with one attack. Effective against groups of enemies
Items.ChemicalDamageEdge,"Game.AddToInventory(""Items.ChemicalDamageEdge"",1)",Mod - Cyberware,Blade - Chemical Damage,Rare,"Mantis Baldes deals Chemcial damage. Due to the blades' fast attack speed, they can rapidly apply poison. Very effective against an individual Target"
Items.ChemicalDamageKnuckles,"Game.AddToInventory(""Items.ChemicalDamageKnuckles"",1)",Mod - Cyberware,Knuckles  - Chemical Damage,Rare,Gorilla Arms deals Chemcial damage and have a small chance to apply poison
Items.ChemicalDamageRound,"Game.AddToInventory(""Items.ChemicalDamageRound"",1)",Mod - Cyberware,Chemical Round,Rare,"Explodes on impact and deals Chemcial Damage to enemeies with one area of effect with a small change to apply poison. Charged shot inscrease damage, the explosion radius and the chance to apply poison. Effective against groups."
Items.cigarette_i_stick,"Game.AddToInventory(""Items.cigarette_i_stick"",1)",Unused,,,
Items.Coat,"Game.AddToInventory(""Items.Coat"",1)",Unused,,,
Items.Coat_01_basic_01,"Game.AddToInventory(""Items.Coat_01_basic_01"",1)",Clothing - Outer Torso,Spunky Monkey Aramid Coat,,
Items.Coat_01_basic_02,"Game.AddToInventory(""Items.Coat_01_basic_02"",1)",Clothing - Outer Torso,AT-AK Reinforced Biker Coat,,
Items.Coat_01_basic_03,"Game.AddToInventory(""Items.Coat_01_basic_03"",1)",Clothing - Outer Torso,Stylish Ten7o Daemon Hunter Coat,,
Items.Coat_01_old_01,"Game.AddToInventory(""Items.Coat_01_old_01"",1)",Clothing - Outer Torso,Worn Punk Coat,,
Items.Coat_01_old_02,"Game.AddToInventory(""Items.Coat_01_old_02"",1)",Clothing - Outer Torso,Puncture-Resistant Long Coat,,
Items.Coat_01_old_03,"Game.AddToInventory(""Items.Coat_01_old_03"",1)",Clothing - Outer Torso,Burn Corpo Shit Duolayer Coat,,
Items.Coat_01_rich_01,"Game.AddToInventory(""Items.Coat_01_rich_01"",1)",Clothing - Outer Torso,Golden Mean Hybrid-Weave Flame-Resistant Coat,,
Items.Coat_01_rich_02,"Game.AddToInventory(""Items.Coat_01_rich_02"",1)",Clothing - Outer Torso,Canine Power Polyamide Trilayer Coat,,
Items.Coat_01_rich_03,"Game.AddToInventory(""Items.Coat_01_rich_03"",1)",Clothing - Outer Torso,Stylish Tora To Ryu Coat with Titanium Inserts,,
Items.Coat_02_basic_01,"Game.AddToInventory(""Items.Coat_02_basic_01"",1)",Clothing - Outer Torso,Duolayer Nylon Vest,,
Items.Coat_02_basic_02,"Game.AddToInventory(""Items.Coat_02_basic_02"",1)",Clothing - Outer Torso,Composite-Lined Long Vest with Pattern,,
Items.Coat_02_old_01,"Game.AddToInventory(""Items.Coat_02_old_01"",1)",Clothing - Outer Torso,Armor-Weave Long Vest,,
Items.Coat_02_old_02,"Game.AddToInventory(""Items.Coat_02_old_02"",1)",Clothing - Outer Torso,Dated Long Vest,,
Items.Coat_02_old_03,"Game.AddToInventory(""Items.Coat_02_old_03"",1)",Clothing - Outer Torso,Heat-Resistant Long Vest,,
Items.Coat_02_old_04,"Game.AddToInventory(""Items.Coat_02_old_04"",1)",Clothing - Outer Torso,Durable Plastic-Weave Long Vest,,
Items.Coat_03_basic_01,"Game.AddToInventory(""Items.Coat_03_basic_01"",1)",Clothing - Outer Torso,Durable Synthetic Biker Coat,,
Items.Coat_03_basic_02,"Game.AddToInventory(""Items.Coat_03_basic_02"",1)",Clothing - Outer Torso,Kyuketsuki Flame-Resistant Polyamide Rocker Coat,,
Items.Coat_03_old_01,"Game.AddToInventory(""Items.Coat_03_old_01"",1)",Clothing - Outer Torso,Stained Puncture-Resistant Coat,,
Items.Coat_03_old_02,"Game.AddToInventory(""Items.Coat_03_old_02"",1)",Clothing - Outer Torso,Wraiths Coat with Improvised Bulletproof Lining,,
Items.Coat_03_old_03,"Game.AddToInventory(""Items.Coat_03_old_03"",1)",Clothing - Outer Torso,6th Street Combat-Tailored Biker Coat,,
Items.Coat_03_rich_01,"Game.AddToInventory(""Items.Coat_03_rich_01"",1)",Clothing - Outer Torso,Molto Vivace Nanoweave Rocker Coat,,
Items.Coat_03_rich_02,"Game.AddToInventory(""Items.Coat_03_rich_02"",1)",Clothing - Outer Torso,Heavy Hybrid-Armor Trickster Coat,,
Items.Coat_04_basic_01,"Game.AddToInventory(""Items.Coat_04_basic_01"",1)",Clothing - Outer Torso,Ultralight Shine Spectrum Trench Coat,,
Items.Coat_04_basic_02,"Game.AddToInventory(""Items.Coat_04_basic_02"",1)",Clothing - Outer Torso,Polka Dot Trench Coat with Puncture-Resistant Lining,,
Items.Coat_04_basic_03,"Game.AddToInventory(""Items.Coat_04_basic_03"",1)",Clothing - Outer Torso,Koumori Synleather Trench Coat,,
Items.Coat_04_old_01,"Game.AddToInventory(""Items.Coat_04_old_01"",1)",Clothing - Outer Torso,Old Spotted Trench Coat,,
Items.Coat_04_old_02,"Game.AddToInventory(""Items.Coat_04_old_02"",1)",Clothing - Outer Torso,Timeworn Trench Coat,,
Items.Coat_04_rich_01,"Game.AddToInventory(""Items.Coat_04_rich_01"",1)",Clothing - Outer Torso,Fairy Frost Trench Coat with Protective Mesh,,
Items.Coat_04_rich_02,"Game.AddToInventory(""Items.Coat_04_rich_02"",1)",Clothing - Outer Torso,Milky Gold Trench Coat with Bulletproof Triweave,,
Items.ColdBloodSkillbook,"Game.AddToInventory(""Items.ColdBloodSkillbook"",1)",Progression ,Cold Blood Skill Progression Shard,,Adds +400 Skill Exp
Items.CombatHackingSkillbook,"Game.AddToInventory(""Items.CombatHackingSkillbook"",1)",Progression ,Quickhacking Skill Progression Shard,,Adds +400 Skill Exp
Items.CommonMaterial1,"Game.AddToInventory(""Items.CommonMaterial1"",1)",Componants,Common Item Componets,,
Items.CommsCallInLvl3Program,"Game.AddToInventory(""Items.CommsCallInLvl3Program"",1)",Quickhack,Request Backup,Epic,Calls over 1 enemy squad member(s). Can be executed on enemies engaged in combat
Items.CommsCallInProgram,"Game.AddToInventory(""Items.CommsCallInProgram"",1)",Quickhack,Request Backup,Uncommon,Calls over 1 enemy squad member(s).
Items.CommsNoiseLvl2Program,"Game.AddToInventory(""Items.CommsNoiseLvl2Program"",1)",Quickhack,Sonic Shock,Rare,"Deafens the target, Reducing their ability to detect enemy sounds. Prevents target from communicating with their allies about your activity."
Items.CommsNoiseLvl3Program,"Game.AddToInventory(""Items.CommsNoiseLvl3Program"",1)",Quickhack,Sonic Shock,Epic,"Deafens the target, Reducing their ability to detect enemy sounds. Prevents target from communicating with their allies about your activity. Excludes the target from their allies' audio and visual preception systems, Causing them to be completely ignored."
Items.CommsNoiseLvl4Program,"Game.AddToInventory(""Items.CommsNoiseLvl4Program"",1)",Quickhack,Sonic Shock,Legendary,"Deafens the target, Reducing their ability to detect enemy sounds. Prevents target from communicating with their allies about your activity. Excludes the target from their allies' audio and visual preception systems, Causing them to be completely ignored."
Items.CommsNoiseProgram,"Game.AddToInventory(""Items.CommsNoiseProgram"",1)",Quickhack,Sonic Shock,Uncommon,"Deafens the target, Reducing their ability to detect enemy sounds."
Items.ContagionLvl2Program,"Game.AddToInventory(""Items.ContagionLvl2Program"",1)",Quickhack,Contagion,Rare,Non-Lethal. Deals low damage that applies poison to the target. Spreads to 2 target(s) within 8-meter radius. Effective against group targets. Poison lasts significantly longer.
Items.ContagionLvl3Program,"Game.AddToInventory(""Items.ContagionLvl3Program"",1)",Quickhack,Contagion,Epic,Non-Lethal. Deals low damage that applies poison to the target. Spreads to 2 target(s) within 8-meter radius. Effective against group targets. Poison lasts significantly longer. Each subsequent target receives 30% more damage from contagion.
Items.ContagionLvl4Program,"Game.AddToInventory(""Items.ContagionLvl4Program"",1)",Quickhack,Contagion,Legendary,Non-Lethal. Deals low damage that applies poison to the target. Spreads to 2 target(s) within 8-meter radius. Effective against group targets. Poison lasts significantly longer. Each subsequent target receives 30% more damage from contagion. Passive While Equipped: All quickhacks capable of spreading to multiple targets can jump 1 additional time(s).
Items.ContagionProgram,"Game.AddToInventory(""Items.ContagionProgram"",1)",Quickhack,Contagion,Uncommon,Non-Lethal. Deals low damage that applies poison to the target. Spreads to 2 target(s) within 8-meter radius. Effective against group targets.
Items.CPO_Enemy_Copperhead,"Game.AddToInventory(""Items.CPO_Enemy_Copperhead"",1)",Unused,,,
Items.CPO_Enemy_Defender,"Game.AddToInventory(""Items.CPO_Enemy_Defender"",1)",Unused,,,
Items.CPO_Enemy_Nue,"Game.AddToInventory(""Items.CPO_Enemy_Nue"",1)",Unused,,,
Items.CPO_FirstAidWhiff,"Game.AddToInventory(""Items.CPO_FirstAidWhiff"",1)",Unused,,,
Items.CPO_Grenade_Frag,"Game.AddToInventory(""Items.CPO_Grenade_Frag"",1)",Unused,,,
Items.CraftingSkillbook,"Game.AddToInventory(""Items.CraftingSkillbook"",1)",Progression ,Crafting Skill Progression Shard,,Adds +400 Skill Exp
Items.crowd_cellphone,"Game.AddToInventory(""Items.crowd_cellphone"",1)",Unused,,,
Items.crowd_cigarette_i_stick,"Game.AddToInventory(""Items.crowd_cigarette_i_stick"",1)",Unused,,,
Items.CyberdeckProgram,"Game.AddToInventory(""Items.CyberdeckProgram"",1)",Unused,,,
Items.CyberdeckSplinter,"Game.AddToInventory(""Items.CyberdeckSplinter"",1)",Unused,,,
Items.CyberRotorsCommon,"Game.AddToInventory(""Items.CyberRotorsCommon"",1)",Cyberware - Skeleton,Microrotors,,Increases Attack speed by 5%
Items.CyberRotorsEpic,"Game.AddToInventory(""Items.CyberRotorsEpic"",1)",Cyberware - Skeleton,Microrotors,Epic,Increases Attack speed by 20%
Items.CyberRotorsLegendary,"Game.AddToInventory(""Items.CyberRotorsLegendary"",1)",Cyberware - Skeleton,Microrotors,Legendary,Increases Attack speed by 25%
Items.CyberRotorsRare,"Game.AddToInventory(""Items.CyberRotorsRare"",1)",Cyberware - Skeleton,Microrotors,Rare,Increases Attack speed by 15%
Items.CyberRotorsUncommon,"Game.AddToInventory(""Items.CyberRotorsUncommon"",1)",Cyberware - Skeleton,Microrotors,Uncommon,Increases Attack speed by 10%
Items.DemolitionSkillbook,"Game.AddToInventory(""Items.DemolitionSkillbook"",1)",Progression ,Annihilation Skill Progression Shard,,Adds +400 Skill Exp
